ds,unique_id,ARIMA,y,Interval,MAE,RMSE
2023-02-21,AAPL,148.56733114644464,146.99755859375,90,11.240748695152389,12.888150476902034
2023-02-22,AAPL,148.50601591373345,147.42327880859375,90,11.240748695152389,12.888150476902034
2023-02-23,AAPL,149.01833247109502,147.9083709716797,90,11.240748695152389,12.888150476902034
2023-02-24,AAPL,147.50453314891996,145.24525451660156,90,11.240748695152389,12.888150476902034
2023-02-27,AAPL,147.8106704423161,146.44314575195312,90,11.240748695152389,12.888150476902034
2023-02-28,AAPL,146.88462610391736,145.9382781982422,90,11.240748695152389,12.888150476902034
2023-03-01,AAPL,145.3555166517837,143.85922241210938,90,11.240748695152389,12.888150476902034
2023-03-02,AAPL,145.95564585199386,144.45321655273438,90,11.240748695152389,12.888150476902034
2023-03-03,AAPL,147.86719510208567,149.52212524414062,90,11.240748695152389,12.888150476902034
2023-03-06,AAPL,150.63926495471912,152.29415893554688,90,11.240748695152389,12.888150476902034
2023-03-07,AAPL,150.18783145792867,150.08642578125,90,11.240748695152389,12.888150476902034
2023-03-08,AAPL,151.59631162855334,151.34371948242188,90,11.240748695152389,12.888150476902034
2023-03-09,AAPL,150.62098380752855,149.08648681640625,90,11.240748695152389,12.888150476902034
2023-03-10,AAPL,148.9968114352956,147.01736450195312,90,11.240748695152389,12.888150476902034
2023-03-13,AAPL,150.2527203377775,148.9676971435547,90,11.240748695152389,12.888150476902034
2023-03-14,AAPL,151.9327719660997,151.0665283203125,90,11.240748695152389,12.888150476902034
2023-03-15,AAPL,153.66734763516837,151.46255493164062,90,11.240748695152389,12.888150476902034
2023-03-16,AAPL,155.5987728407817,154.29397583007812,90,11.240748695152389,12.888150476902034
2023-03-17,AAPL,154.39172560918635,153.45245361328125,90,11.240748695152389,12.888150476902034
2023-03-20,AAPL,156.2828540640411,155.8284912109375,90,11.240748695152389,12.888150476902034
2023-03-21,AAPL,158.22732719179314,157.68972778320312,90,11.240748695152389,12.888150476902034
2023-03-22,AAPL,157.26221881539647,156.25421142578125,90,11.240748695152389,12.888150476902034
2023-03-23,AAPL,158.84504149220749,157.34323120117188,90,11.240748695152389,12.888150476902034
2023-03-24,AAPL,160.33525961227187,158.65005493164062,90,11.240748695152389,12.888150476902034
2023-03-27,AAPL,159.26030876285265,156.69970703125,90,11.240748695152389,12.888150476902034
2023-03-28,AAPL,158.26181684858904,156.0760040283203,90,11.240748695152389,12.888150476902034
2023-03-29,AAPL,159.27633116078496,159.1648712158203,90,11.240748695152389,12.888150476902034
2023-03-30,AAPL,160.47754644096105,160.73898315429688,90,11.240748695152389,12.888150476902034
2023-03-31,AAPL,162.47979607632809,163.25363159179688,90,11.240748695152389,12.888150476902034
2023-04-03,AAPL,164.24219003982765,164.51095581054688,90,11.240748695152389,12.888150476902034
2023-04-04,AAPL,163.85247127847225,163.97633361816406,90,11.240748695152389,12.888150476902034
2023-04-05,AAPL,162.9687901921704,162.125,90,11.240748695152389,12.888150476902034
2023-04-06,AAPL,163.6210891135169,163.0160369873047,90,11.240748695152389,12.888150476902034
2023-04-10,AAPL,162.44572368348292,160.4122772216797,90,11.240748695152389,12.888150476902034
2023-04-11,AAPL,161.06901052426716,159.194580078125,90,11.240748695152389,12.888150476902034
2023-04-12,AAPL,159.5139604105516,158.50155639648438,90,11.240748695152389,12.888150476902034
2023-04-13,AAPL,161.167565443376,163.9070587158203,90,11.240748695152389,12.888150476902034
2023-04-14,AAPL,160.7643737470725,163.56053161621094,90,11.240748695152389,12.888150476902034
2023-04-17,AAPL,161.5961059497024,163.58033752441406,90,11.240748695152389,12.888150476902034
2023-04-18,AAPL,162.76719765577684,164.80795288085938,90,11.240748695152389,12.888150476902034
2023-04-19,AAPL,164.13626417679225,165.95639038085938,90,11.240748695152389,12.888150476902034
2023-04-20,AAPL,163.481564764942,164.9861602783203,90,11.240748695152389,12.888150476902034
2023-04-21,AAPL,162.42850640339216,163.37245178222656,90,11.240748695152389,12.888150476902034
2023-04-24,AAPL,163.04621724631215,163.67935180664062,90,11.240748695152389,12.888150476902034
2023-04-25,AAPL,161.83521773821207,162.13490295410156,90,11.240748695152389,12.888150476902034
2023-04-26,AAPL,160.65120436256208,162.125,90,11.240748695152389,12.888150476902034
2023-04-27,AAPL,162.31203894956752,166.72860717773438,90,11.240748695152389,12.888150476902034
2023-04-28,AAPL,163.79621311836385,167.9859161376953,90,11.240748695152389,12.888150476902034
2023-05-01,AAPL,163.30784735475828,167.89678955078125,90,11.240748695152389,12.888150476902034
2023-05-02,AAPL,162.61441649346645,166.85728454589844,90,11.240748695152389,12.888150476902034
2023-05-03,AAPL,161.6743216857556,165.7781524658203,90,11.240748695152389,12.888150476902034
2023-05-04,AAPL,159.91125445535846,164.1347198486328,90,11.240748695152389,12.888150476902034
2023-05-05,AAPL,162.74718972286013,171.8370819091797,90,11.240748695152389,12.888150476902034
2023-05-08,AAPL,162.66351210321847,171.7677764892578,90,11.240748695152389,12.888150476902034
2023-05-09,AAPL,162.21086445737077,170.05502319335938,90,11.240748695152389,12.888150476902034
2023-05-10,AAPL,163.44791909751945,171.82716369628906,90,11.240748695152389,12.888150476902034
