ds,unique_id,ARIMA,y,Interval,MAE,RMSE
2023-02-21,AAPL,148.55894200114278,146.99755859375,30,28.96280327748484,33.067293098556405
2023-02-22,AAPL,149.32213547196008,147.42327880859375,30,28.96280327748484,33.067293098556405
2023-02-23,AAPL,149.7487744764874,147.9083709716797,30,28.96280327748484,33.067293098556405
2023-02-24,AAPL,147.48269845627132,145.24525451660156,30,28.96280327748484,33.067293098556405
2023-02-27,AAPL,149.0516731408467,146.44314575195312,30,28.96280327748484,33.067293098556405
2023-02-28,AAPL,147.66269477210298,145.9382781982422,30,28.96280327748484,33.067293098556405
2023-03-01,AAPL,146.58273958335116,143.85922241210938,30,28.96280327748484,33.067293098556405
2023-03-02,AAPL,148.01428811750185,144.45321655273438,30,28.96280327748484,33.067293098556405
2023-03-03,AAPL,151.41888538612693,149.52212524414062,30,28.96280327748484,33.067293098556405
2023-03-06,AAPL,154.52634182300318,152.29415893554688,30,28.96280327748484,33.067293098556405
2023-03-07,AAPL,153.90744755445533,150.08642578125,30,28.96280327748484,33.067293098556405
2023-03-08,AAPL,155.40936641853034,151.34371948242188,30,28.96280327748484,33.067293098556405
2023-03-09,AAPL,154.44710694215755,149.08648681640625,30,28.96280327748484,33.067293098556405
2023-03-10,AAPL,152.80396837808095,147.01736450195312,30,28.96280327748484,33.067293098556405
2023-03-13,AAPL,155.48474518273915,148.9676971435547,30,28.96280327748484,33.067293098556405
2023-03-14,AAPL,157.72628956225103,151.0665283203125,30,28.96280327748484,33.067293098556405
2023-03-15,AAPL,159.72776160024824,151.46255493164062,30,28.96280327748484,33.067293098556405
2023-03-16,AAPL,162.86787560554123,154.29397583007812,30,28.96280327748484,33.067293098556405
2023-03-17,AAPL,161.27334226139988,153.45245361328125,30,28.96280327748484,33.067293098556405
2023-03-20,AAPL,163.7959266761081,155.8284912109375,30,28.96280327748484,33.067293098556405
2023-03-21,AAPL,166.6407441473356,157.68972778320312,30,28.96280327748484,33.067293098556405
2023-03-22,AAPL,165.28601501429148,156.25421142578125,30,28.96280327748484,33.067293098556405
2023-03-23,AAPL,166.68072452163884,157.34323120117188,30,28.96280327748484,33.067293098556405
2023-03-24,AAPL,168.22554886108176,158.65005493164062,30,28.96280327748484,33.067293098556405
2023-03-27,AAPL,167.34627249968872,156.69970703125,30,28.96280327748484,33.067293098556405
2023-03-28,AAPL,166.16429464974513,156.0760040283203,30,28.96280327748484,33.067293098556405
2023-03-29,AAPL,168.54034195599368,159.1648712158203,30,28.96280327748484,33.067293098556405
2023-03-30,AAPL,170.84223679167457,160.73898315429688,30,28.96280327748484,33.067293098556405
2023-03-31,AAPL,173.21040161537567,163.25363159179688,30,28.96280327748484,33.067293098556405
2023-04-03,AAPL,175.2082107822888,164.51095581054688,30,28.96280327748484,33.067293098556405
2023-04-04,AAPL,174.78027683633738,163.97633361816406,30,28.96280327748484,33.067293098556405
2023-04-05,AAPL,173.21835623196847,162.125,30,28.96280327748484,33.067293098556405
2023-04-06,AAPL,174.64840859736688,163.0160369873047,30,28.96280327748484,33.067293098556405
2023-04-10,AAPL,172.69247821457438,160.4122772216797,30,28.96280327748484,33.067293098556405
2023-04-11,AAPL,171.00644706022524,159.194580078125,30,28.96280327748484,33.067293098556405
2023-04-12,AAPL,169.9842435093085,158.50155639648438,30,28.96280327748484,33.067293098556405
2023-04-13,AAPL,172.83418840308514,163.9070587158203,30,28.96280327748484,33.067293098556405
2023-04-14,AAPL,172.41498127947887,163.56053161621094,30,28.96280327748484,33.067293098556405
2023-04-17,AAPL,174.1661592482335,163.58033752441406,30,28.96280327748484,33.067293098556405
2023-04-18,AAPL,176.09517427046214,164.80795288085938,30,28.96280327748484,33.067293098556405
2023-04-19,AAPL,177.57895539641905,165.95639038085938,30,28.96280327748484,33.067293098556405
2023-04-20,AAPL,176.61383296236863,164.9861602783203,30,28.96280327748484,33.067293098556405
2023-04-21,AAPL,174.85544882440763,163.37245178222656,30,28.96280327748484,33.067293098556405
2023-04-24,AAPL,175.6588762374301,163.67935180664062,30,28.96280327748484,33.067293098556405
2023-04-25,AAPL,174.5077504720539,162.13490295410156,30,28.96280327748484,33.067293098556405
2023-04-26,AAPL,174.06691629393057,162.125,30,28.96280327748484,33.067293098556405
2023-04-27,AAPL,176.9541346905189,166.72860717773438,30,28.96280327748484,33.067293098556405
2023-04-28,AAPL,179.76553486681152,167.9859161376953,30,28.96280327748484,33.067293098556405
2023-05-01,AAPL,179.83836346279966,167.89678955078125,30,28.96280327748484,33.067293098556405
2023-05-02,AAPL,179.21860818402268,166.85728454589844,30,28.96280327748484,33.067293098556405
2023-05-03,AAPL,176.99527052151822,165.7781524658203,30,28.96280327748484,33.067293098556405
2023-05-04,AAPL,174.99722216106977,164.1347198486328,30,28.96280327748484,33.067293098556405
2023-05-05,AAPL,179.71887339478604,171.8370819091797,30,28.96280327748484,33.067293098556405
2023-05-08,AAPL,179.56428043388394,171.7677764892578,30,28.96280327748484,33.067293098556405
2023-05-09,AAPL,178.6659603687239,170.05502319335938,30,28.96280327748484,33.067293098556405
2023-05-10,AAPL,180.75272021911883,171.82716369628906,30,28.96280327748484,33.067293098556405
2023-05-11,AAPL,182.5893344237945,172.01527404785156,30,28.96280327748484,33.067293098556405
2023-05-12,AAPL,181.76011161539012,171.08335876464844,30,28.96280327748484,33.067293098556405
2023-05-15,AAPL,181.4313870190693,170.58766174316406,30,28.96280327748484,33.067293098556405
2023-05-16,AAPL,181.60536858658168,170.58766174316406,30,28.96280327748484,33.067293098556405
2023-05-17,AAPL,182.50830143598603,171.2023162841797,30,28.96280327748484,33.067293098556405
2023-05-18,AAPL,184.63564179717716,173.54200744628906,30,28.96280327748484,33.067293098556405
2023-05-19,AAPL,186.3181096985646,173.65106201171875,30,28.96280327748484,33.067293098556405
2023-05-22,AAPL,185.82393860249925,172.69931030273438,30,28.96280327748484,33.067293098556405
2023-05-23,AAPL,184.3056061611162,170.08206176757812,30,28.96280327748484,33.067293098556405
2023-05-24,AAPL,185.56495630961916,170.35964965820312,30,28.96280327748484,33.067293098556405
2023-05-25,AAPL,185.6724593924936,171.49977111816406,30,28.96280327748484,33.067293098556405
2023-05-26,AAPL,188.08478245546064,173.91871643066406,30,28.96280327748484,33.067293098556405
2023-05-30,AAPL,190.93727099755603,175.77259826660156,30,28.96280327748484,33.067293098556405
2023-05-31,AAPL,189.47110066775952,175.72305297851562,30,28.96280327748484,33.067293098556405
2023-06-01,AAPL,192.27440712354763,178.53857421875,30,28.96280327748484,33.067293098556405
2023-06-02,AAPL,194.7947665701806,179.39117431640625,30,28.96280327748484,33.067293098556405
2023-06-05,AAPL,192.66621910645614,178.032958984375,30,28.96280327748484,33.067293098556405
2023-06-06,AAPL,191.61734362805086,177.66616821289062,30,28.96280327748484,33.067293098556405
2023-06-07,AAPL,189.98107796839332,176.2881622314453,30,28.96280327748484,33.067293098556405
2023-06-08,AAPL,191.56267860273306,179.0144500732422,30,28.96280327748484,33.067293098556405
2023-06-09,AAPL,193.058196257338,179.40109252929688,30,28.96280327748484,33.067293098556405
2023-06-12,AAPL,195.6155781096615,182.20669555664065,30,28.96280327748484,33.067293098556405
2023-06-13,AAPL,195.82963872309665,181.73085021972656,30,28.96280327748484,33.067293098556405
2023-06-14,AAPL,197.54571718769228,182.3653259277344,30,28.96280327748484,33.067293098556405
2023-06-15,AAPL,199.70623373391192,184.40756225585935,30,28.96280327748484,33.067293098556405
2023-06-16,AAPL,197.7358171302979,183.32696533203125,30,28.96280327748484,33.067293098556405
2023-06-20,AAPL,198.86521155586556,183.4161834716797,30,28.96280327748484,33.067293098556405
2023-06-21,AAPL,197.78473179672602,182.3752593994141,30,28.96280327748484,33.067293098556405
2023-06-22,AAPL,199.53258164212815,185.3890380859375,30,28.96280327748484,33.067293098556405
2023-06-23,AAPL,198.87588756737162,185.07179260253903,30,28.96280327748484,33.067293098556405
2023-06-26,AAPL,198.15024657684674,183.6739501953125,30,28.96280327748484,33.067293098556405
2023-06-27,AAPL,200.29064430129011,186.43991088867188,30,28.96280327748484,33.067293098556405
2023-06-28,AAPL,202.5701818115222,187.6196746826172,30,28.96280327748484,33.067293098556405
2023-06-29,AAPL,203.93346003549854,187.9567413330078,30,28.96280327748484,33.067293098556405
2023-06-30,AAPL,207.26374973158482,192.29901123046875,30,28.96280327748484,33.067293098556405
2023-07-03,AAPL,206.7624151450806,190.802001953125,30,28.96280327748484,33.067293098556405
2023-07-05,AAPL,206.07899998855945,189.6817321777344,30,28.96280327748484,33.067293098556405
2023-07-06,AAPL,207.32737114032344,190.1576232910156,30,28.96280327748484,33.067293098556405
2023-07-07,AAPL,206.08929622828762,189.037353515625,30,28.96280327748484,33.067293098556405
2023-07-10,AAPL,204.57990153694203,186.9851837158203,30,28.96280327748484,33.067293098556405
2023-07-11,AAPL,203.49293793111704,186.4597625732422,30,28.96280327748484,33.067293098556405
2023-07-12,AAPL,205.4707090806152,188.1351776123047,30,28.96280327748484,33.067293098556405
2023-07-13,AAPL,206.47579161071465,188.8985595703125,30,28.96280327748484,33.067293098556405
2023-07-14,AAPL,207.87346109798858,189.0472717285156,30,28.96280327748484,33.067293098556405
2023-07-17,AAPL,210.6711616014422,192.31884765625,30,28.96280327748484,33.067293098556405
2023-07-18,AAPL,210.1716183716891,192.06106567382807,30,28.96280327748484,33.067293098556405
2023-07-19,AAPL,212.60406717774057,193.41928100585935,30,28.96280327748484,33.067293098556405
2023-07-20,AAPL,211.3100644365028,191.46627807617188,30,28.96280327748484,33.067293098556405
2023-07-21,AAPL,208.98910201611494,190.28651428222656,30,28.96280327748484,33.067293098556405
2023-07-24,AAPL,210.6483609220823,191.08950805664065,30,28.96280327748484,33.067293098556405
2023-07-25,AAPL,212.27723986155897,191.95204162597656,30,28.96280327748484,33.067293098556405
2023-07-26,AAPL,213.8341741662893,192.82443237304688,30,28.96280327748484,33.067293098556405
2023-07-27,AAPL,213.15990212975112,191.55548095703125,30,28.96280327748484,33.067293098556405
2023-07-28,AAPL,215.79282909651292,194.1429901123047,30,28.96280327748484,33.067293098556405
2023-07-31,AAPL,217.47218747597753,194.75765991210935,30,28.96280327748484,33.067293098556405
2023-08-01,AAPL,216.75342305149468,193.92491149902344,30,28.96280327748484,33.067293098556405
2023-08-02,AAPL,214.70428440678992,190.9209747314453,30,28.96280327748484,33.067293098556405
2023-08-03,AAPL,212.92919009575954,189.5231475830078,30,28.96280327748484,33.067293098556405
2023-08-04,AAPL,207.12747025030868,180.42222595214844,30,28.96280327748484,33.067293098556405
2023-08-07,AAPL,203.40066770013107,177.3092803955078,30,28.96280327748484,33.067293098556405
2023-08-08,AAPL,203.79243428969122,178.2510986328125,30,28.96280327748484,33.067293098556405
2023-08-09,AAPL,202.00950492198908,176.6549530029297,30,28.96280327748484,33.067293098556405
2023-08-10,AAPL,200.71241291461573,176.43682861328125,30,28.96280327748484,33.067293098556405
2023-08-11,AAPL,201.45756192211752,176.49639892578125,30,28.96280327748484,33.067293098556405
2023-08-14,AAPL,202.83352072550255,178.15426635742188,30,28.96280327748484,33.067293098556405
2023-08-15,AAPL,201.6846630229768,176.1588897705078,30,28.96280327748484,33.067293098556405
2023-08-16,AAPL,200.70482193566028,175.28530883789062,30,28.96280327748484,33.067293098556405
2023-08-17,AAPL,198.25843570219246,172.73397827148438,30,28.96280327748484,33.067293098556405
2023-08-18,AAPL,199.14731871170864,173.22042846679688,30,28.96280327748484,33.067293098556405
2023-08-21,AAPL,200.47164285364056,174.5605926513672,30,28.96280327748484,33.067293098556405
2023-08-22,AAPL,202.0513828473214,175.9404754638672,30,28.96280327748484,33.067293098556405
2023-08-23,AAPL,204.8141402126309,179.80218505859375,30,28.96280327748484,33.067293098556405
2023-08-24,AAPL,203.8783988944653,175.0966796875,30,28.96280327748484,33.067293098556405
2023-08-25,AAPL,205.75588279984015,177.31044006347656,30,28.96280327748484,33.067293098556405
2023-08-28,AAPL,206.96153324777725,178.8789520263672,30,28.96280327748484,33.067293098556405
2023-08-29,AAPL,209.5466776202953,182.7803497314453,30,28.96280327748484,33.067293098556405
2023-08-30,AAPL,212.1635600585927,186.28468322753903,30,28.96280327748484,33.067293098556405
