ds,unique_id,ARIMA,y,Interval,MAE,RMSE
2023-02-21,AAPL,148.37237387314778,146.99755859375,60,13.255141317415378,15.176456708621453
2023-02-22,AAPL,148.72595347455703,147.42327880859375,60,13.255141317415378,15.176456708621453
2023-02-23,AAPL,149.2434412218226,147.9083709716797,60,13.255141317415378,15.176456708621453
2023-02-24,AAPL,147.44830221839217,145.24525451660156,60,13.255141317415378,15.176456708621453
2023-02-27,AAPL,148.51076381998305,146.44314575195312,60,13.255141317415378,15.176456708621453
2023-02-28,AAPL,147.10068656021187,145.9382781982422,60,13.255141317415378,15.176456708621453
2023-03-01,AAPL,145.78105058969476,143.85922241210938,60,13.255141317415378,15.176456708621453
2023-03-02,AAPL,146.81750469961702,144.45321655273438,60,13.255141317415378,15.176456708621453
2023-03-03,AAPL,149.03358138140575,149.52212524414062,60,13.255141317415378,15.176456708621453
2023-03-06,AAPL,151.3300611225613,152.29415893554688,60,13.255141317415378,15.176456708621453
2023-03-07,AAPL,150.34501545126358,150.08642578125,60,13.255141317415378,15.176456708621453
2023-03-08,AAPL,151.48955456062737,151.34371948242188,60,13.255141317415378,15.176456708621453
2023-03-09,AAPL,150.38725706548115,149.08648681640625,60,13.255141317415378,15.176456708621453
2023-03-10,AAPL,148.79181387931152,147.01736450195312,60,13.255141317415378,15.176456708621453
2023-03-13,AAPL,150.89134737809243,148.9676971435547,60,13.255141317415378,15.176456708621453
2023-03-14,AAPL,152.67642396566396,151.0665283203125,60,13.255141317415378,15.176456708621453
2023-03-15,AAPL,154.39653198734462,151.46255493164062,60,13.255141317415378,15.176456708621453
2023-03-16,AAPL,156.67426700820744,154.29397583007812,60,13.255141317415378,15.176456708621453
2023-03-17,AAPL,154.83613733715828,153.45245361328125,60,13.255141317415378,15.176456708621453
2023-03-20,AAPL,156.81334802228312,155.8284912109375,60,13.255141317415378,15.176456708621453
2023-03-21,AAPL,158.96370793120818,157.68972778320312,60,13.255141317415378,15.176456708621453
