,ds,y,unique_id,12-day EMA,26-day EMA,MACD,Signal Line,MACD Histogram,RSI,OBV,TimeLLM
134,2023-05-25,129.96685791015625,JPM,130.9510167616727,130.60053170047826,0.3504850611944334,0.6011836772191973,-0.2506986160247638,46.46862153438541,-243945600.0,135.1997
135,2023-05-26,131.1834716796875,JPM,130.98677905675189,130.64371243967895,0.3430666170729353,0.5495602651899449,-0.2064936481170096,49.59599819431685,-235365700.0,132.33043
136,2023-02-21,249.21299743652344,MSFT,256.5501362481722,251.27538503538784,5.274751212784338,6.220661112152882,-0.9459098993685444,54.05035117369346,2169714600.0,253.71364
137,2023-02-22,248.06887817382807,MSFT,255.2453273136577,251.03786600860565,4.20746130505205,5.818021150732717,-1.6105598456806671,49.523642278155705,2147223500.0,259.13046
138,2023-02-23,251.2842712402344,MSFT,254.63593407159257,251.05611824798555,3.5798158236070208,5.370380085307578,-1.790564261700557,41.71128917849079,2176442600.0,246.04897
139,2023-02-24,245.81021118164065,MSFT,253.2781305500615,250.6675325393674,2.6105980106940763,4.8184236703848775,-2.207825659690801,42.23386470284533,2151451700.0,248.85191
140,2023-02-27,246.73733520507807,MSFT,252.27185434314097,250.37640681090156,1.8954475322394444,4.233828442755791,-2.3383809105163467,44.472500618942384,2172641700.0,246.58926
141,2023-02-28,246.0074615478516,MSFT,251.30810160540412,250.0527812358608,1.255320369543341,3.638126828113301,-2.38280645856996,30.13067477474021,2150150700.0,240.04529
142,2023-03-01,242.90057373046875,MSFT,250.014635778491,249.52298808731325,0.4916476911777465,3.0088310007261905,-2.517183309548444,28.619155238001653,2122585400.0,234.57208
143,2023-03-02,247.67434692382807,MSFT,249.6545913393121,249.38605170483288,0.2685396344792252,2.460772727476798,-2.1922330929975726,37.66149845829936,2147393600.0,240.66315
144,2023-03-03,251.7971343994141,MSFT,249.98421334855857,249.56465042295,0.4195629256085453,2.052530767103147,-1.6329678414946018,43.08079521656066,2178153700.0,243.55994
145,2023-03-06,253.35552978515625,MSFT,250.50287741572745,249.84545630163197,0.6574211140954844,1.7735088365016147,-1.1160877224061303,34.720628872526305,2202263500.0,242.82632
146,2023-03-07,250.67274475097656,MSFT,250.5290108519196,249.9067369275093,0.6222739244102797,1.5432618540833478,-0.920987929673068,31.529597104969582,2180790300.0,247.8941
147,2023-03-08,250.22889709472656,MSFT,250.48283950465915,249.9306006435995,0.5522388610596352,1.345057255478605,-0.7928183944189702,32.72884894801106,2163450100.0,250.70033
148,2023-03-09,248.8677978515625,MSFT,250.23437155802887,249.851874510856,0.3824970471728477,1.1525452138174537,-0.770048166644606,37.53489003508425,2136796700.0,250.17865
149,2023-03-10,245.18881225585935,MSFT,249.4581316653874,249.5064624919674,-0.0483308265799848,0.912370005737966,-0.9607008323179508,37.880728724708,2108462800.0,244.0911
150,2023-03-13,250.4458923339844,MSFT,249.61009484517157,249.57604988767235,0.0340449574991907,0.736704996090211,-0.7026600385910202,51.602152145264654,2141802500.0,243.75116
151,2023-03-14,257.221923828125,MSFT,250.7811454579336,250.1424109202985,0.6387345376351163,0.7171109043991921,-0.0783763667640757,60.37569144869529,2175422800.0,256.5152
152,2023-03-15,261.8082275390625,MSFT,252.47761962426117,251.00654548465133,1.471074139609783,0.8679035514413104,0.6031705881684727,61.57011844265788,2221450800.0,245.46738
153,2023-03-16,272.42108154296875,MSFT,255.54584453483156,252.5928074148971,2.953037119934436,1.2849302651399357,1.6681068547945004,76.28606483002692,2276219600.0,251.43295
154,2023-03-17,275.6068725585937,MSFT,258.63215653848727,254.29755298109683,4.334603557390437,1.894864923590036,2.4397386338004017,77.29902687029227,2345747000.0,243.27885
155,2023-03-20,268.50537109375,MSFT,260.1511126239123,255.34998395240447,4.801128671507826,2.476117673173594,2.3250109983342315,68.98617909106244,2302280400.0,242.10162
156,2023-03-21,270.0342102050781,MSFT,261.6715891748609,256.43770441556546,5.233884759295449,3.0276710903979653,2.206213668897484,73.52488420321812,2336839100.0,250.84702
157,2023-03-22,268.5645751953125,MSFT,262.7320485626227,257.3359911399912,5.396057422631543,3.501348356844681,1.894709065786862,69.21260783973622,2301965800.0,254.01564
158,2023-03-23,273.861083984375,MSFT,264.4442078582769,258.560072091427,5.884135766849909,3.977905838845727,1.9062299280041817,69.86323875701369,2338576700.0,244.49379
159,2023-03-24,276.7312927246094,MSFT,266.3345286069434,259.9060884346257,6.428440172317721,4.468012705540126,1.9604274667775956,70.55862632044828,2366748700.0,242.27638
160,2023-03-27,272.5986022949219,MSFT,267.2982322512478,260.8462746464995,6.451957604748259,4.864801685381753,1.5871559193665057,68.80389359509783,2339908500.0,238.50946
161,2023-03-28,271.46435546875,MSFT,267.9391742847097,261.6327991518514,6.306375132858307,5.153116374877064,1.1532587579812423,67.99866014327155,2318029900.0,252.49199
162,2023-03-29,276.6720886230469,MSFT,269.2826995675308,262.74682059416216,6.5358789733686535,5.429668894575382,1.1062100787932714,72.1236430285432,2343116900.0,253.50261
163,2023-03-30,280.16363525390625,MSFT,270.956689673127,264.03695501340246,6.919734659724554,5.727682047605217,1.1920526121193369,77.9124351481066,2368170300.0,240.4857
164,2023-03-31,284.35546875,MSFT,273.01804030033827,265.54203010500225,7.476010195336016,6.077347677151377,1.398662518184639,77.53038714277857,2400936300.0,251.9671
165,2023-04-03,283.3002014160156,MSFT,274.5999112412117,266.8574502021144,7.74246103909735,6.410370349540573,1.332090689556777,73.3404603888488,2376053000.0,248.6758
166,2023-04-04,283.2508239746094,MSFT,275.9308208925037,268.07177418526214,7.859046707241532,6.700105621080764,1.158941086160768,70.88780243020315,2350228700.0,246.23029
167,2023-04-05,280.4496459960937,MSFT,276.6260247545944,268.9886535786571,7.637371175937346,6.8875587320520815,0.7498124438852649,59.224766189976606,2328163900.0,246.77483
168,2023-04-06,287.6103820800781,MSFT,278.3159258815919,270.3680408750586,7.947885006533284,7.0996239869483215,0.848261019584962,62.63758719183649,2357934200.0,245.87822
169,2023-04-10,285.4306335449219,MSFT,279.410496291335,271.48378848023367,7.926707811101323,7.265040751778923,0.6616670593224008,69.87954139272603,2334831200.0,248.20634
170,2023-04-11,278.9603576660156,MSFT,279.341244195132,272.03760841992124,7.303635775210751,7.272759756465288,0.0308760187454621,59.39377199969168,2307554600.0,246.7962
171,2023-04-12,279.611328125,MSFT,279.3827955689578,272.5986246943715,6.784170874586323,7.175041980089496,-0.390871105503173,61.82930352271286,2334958000.0,249.47897
172,2023-04-13,285.8744506835937,MSFT,280.38151174044026,273.58201921209167,6.799492528348594,7.099932089741316,-0.3004395613927215,62.60347777533028,2359180700.0,250.71039
173,2023-04-14,282.2250366210937,MSFT,280.6651309528485,274.2222427238696,6.442888228978859,6.968523317588825,-0.5256350886099659,55.67088641090309,2338192800.0,245.06677
174,2023-04-17,284.8486633300781,MSFT,281.3087513185761,275.0093849909962,6.299366327579946,6.8346919195870495,-0.5353255920071032,63.05167476062772,2362029000.0,250.65411
175,2023-04-18,284.424560546875,MSFT,281.78810658446827,275.7068054025427,6.081301181925539,6.684013772054748,-0.602712590129209,64.02045028662889,2341867200.0,247.78447
176,2023-04-19,284.50347900390625,MSFT,282.2058561874587,276.3584108544956,5.8474453329631615,6.516700084236431,-0.6692547512732698,59.52953007224231,2359017500.0,241.83043
177,2023-04-20,282.1954345703125,MSFT,282.2042528617439,276.7907829815931,5.413469880150785,6.296054043419303,-0.8825841632685174,52.54569230533931,2335773100.0,251.71255
178,2023-04-21,281.85028076171875,MSFT,282.1497956155862,277.16556059493576,4.984235020650431,6.033690238865529,-1.0494552182150985,46.526355521101685,2314096700.0,244.0883
179,2023-04-24,277.91485595703125,MSFT,281.49826643734696,277.221063955091,4.277202482255973,5.682392687543619,-1.4051902052876457,43.08508929152211,2287485700.0,250.25337
180,2023-04-25,271.6517639160156,MSFT,279.9834198956037,276.8085232114558,3.174896684147882,5.180893486864472,-2.0059968027165898,37.15605569072722,2241713500.0,251.24405
181,2023-04-26,291.3287658691406,MSFT,281.72885773768627,277.8840967416547,3.844760996031596,4.913666988697897,-1.0689059926663012,58.76929253212778,2306312700.0,243.5443
182,2023-04-27,300.6593322753906,MSFT,284.64123843579466,279.5711512256351,5.070087210159556,4.944951032990229,0.1251361771693275,60.16281882104191,2352775300.0,243.9423
183,2023-04-28,303.0561218261719,MSFT,287.4742974189296,281.31077867752674,6.163518741402868,5.188664574672757,0.9748541667301112,63.68087928747394,2389222000.0,243.39659
184,2023-05-01,301.3793640136719,MSFT,289.61353843350537,282.79734055427826,6.816197879227104,5.5141712355836265,1.3020266436434778,68.8006404173359,2367927900.0,249.58871
185,2023-05-02,301.2314453125,MSFT,291.40090872258145,284.16282979562806,7.238078926953392,5.85895277385758,1.379126153095812,68.28496388164204,2341523500.0,249.59805
186,2023-05-03,300.2352600097656,MSFT,292.76003968984054,285.3533801818605,7.406659507980066,6.168494120682079,1.238165387297988,63.333342778050095,2319162700.0,238.53235
187,2023-05-04,301.2314453125,MSFT,294.0633328625574,286.5295331545004,7.533799708056961,6.441555238157055,1.0922444698999056,68.56103006829531,2341682600.0,239.32819
188,2023-05-05,306.39971923828125,MSFT,295.9612384588226,288.00139879033605,7.959839668486552,6.745212124222954,1.214627544263598,70.04957705339342,2369863800.0,251.44951
189,2023-05-08,304.4270935058594,MSFT,297.26367769682827,289.21811691741186,8.045560779416405,7.005281855261645,1.0402789241547603,68.08778263410822,2348545200.0,246.0422
190,2023-05-09,302.7996520996094,MSFT,298.1153660664869,290.2241565605376,7.891209505949291,7.182467385399174,0.7087421205501174,66.09403832638688,2327204400.0,252.17978
191,2023-05-10,308.0370483398437,MSFT,299.64177872392645,291.5436300256714,8.098148698255045,7.365603647970348,0.7325450502846973,71.61725136196307,2357282400.0,247.51257
192,2023-05-11,305.8670959472656,MSFT,300.5995198352094,292.6046275013451,7.9948923338643,7.491461385149138,0.5034309487151614,69.49555704741213,2325602200.0,246.24606
193,2023-05-12,304.7427062988281,MSFT,301.23693313730456,293.5037444493068,7.733188687997767,7.539806845718864,0.1933818422789031,72.81878341007126,2305844100.0,245.6434
194,2023-05-15,305.2260131835937,MSFT,301.8506377598106,294.37206065184654,7.478577107964043,7.5275608981679,-0.0489837902038576,81.67095697352869,2322180600.0,247.11844
195,2023-05-16,307.47479248046875,MSFT,302.71589233221954,295.3426333798926,7.373258952326921,7.496700508999705,-0.123441556672784,72.69193916826003,2348910900.0,252.67798
196,2023-05-17,310.38092041015625,MSFT,303.8951274211329,296.4565805673195,7.438546853813364,7.485069777962437,-0.0465229241490732,66.67388985372523,2373225900.0,236.97192
197,2023-05-18,314.84881591796875,MSFT,305.5803102667999,297.8189683710713,7.761341895728606,7.540324201515672,0.221017694212934,68.88448407473979,2400501900.0,241.65297
198,2023-05-19,314.6708984375,MSFT,306.97886229306147,299.0672594871031,7.911602805958353,7.614579922404209,0.2970228835541437,72.35795562464003,2372972400.0,246.55911
199,2023-05-22,317.4781799316406,MSFT,308.59414192976595,300.4310313718837,8.163110557882248,7.724286049499818,0.4388245083824307,75.08469576902816,2397088100.0,245.56474
200,2023-05-23,311.6263732910156,MSFT,309.0606390622659,301.26031595848605,7.800323103779874,7.739493460355829,0.0608296434240447,65.29444544605248,2366290900.0,237.9556
201,2023-05-24,310.232666015625,MSFT,309.2409509012443,301.9249344812372,7.316016420007145,7.654798052286093,-0.3387816322789483,61.9579724411045,2342906000.0,240.28778
202,2023-05-25,322.1635437011719,MSFT,311.2290421012332,303.4240907197508,7.804951381482397,7.684828718125354,0.1201226633570424,67.75225224296386,2386207700.0,241.33025
203,2023-05-26,329.05322265625,MSFT,313.97122372508187,305.32254493726924,8.648678787812628,7.877598732062809,0.7710800557498185,74.96740418501182,2422838300.0,253.36263
204,2023-02-21,20.63998794555664,NVDA,21.4217003039633,20.310738984988063,1.1109613189752352,1.3189820297431556,-0.2080207107679204,56.11999165790036,83149246000.0,21.372606
205,2023-02-22,20.738914489746094,NVDA,21.316656332545268,20.34245568904421,0.9742006435010532,1.2500257524947351,-0.275825108993682,48.792645990118565,83662430000.0,22.175108
206,2023-02-23,23.64679718017578,NVDA,21.67513953987304,20.58722172542433,1.087917814448705,1.2176041648855294,-0.1296863504368244,59.803421789380494,84780425000.0,15.464451
207,2023-02-24,23.269073486328125,NVDA,21.920360147019974,20.785877411417204,1.13448273560277,1.2009798790289776,-0.0664971434262076,61.22176382932525,84190709000.0,19.627783
208,2023-02-27,23.483917236328125,NVDA,22.16090739152892,20.98573221326245,1.175175178266464,1.195818938876475,-0.0206437606100109,62.12791490689822,84643703000.0,17.660795
209,2023-02-28,23.199125289916992,NVDA,22.32063322205016,21.149687255977604,1.1709459660725583,1.1908443443156915,-0.0198983782431332,55.70256344750691,84187740000.0,14.888174
